match,home_team,away_team,market_name,player_name,player_team,line,over_price,under_price,agency,opposition_team,EventKey,MarketKey,OutcomeKey,OutcomeKey_unders
Essendon Bombers v Fremantle Dockers,Essendon Bombers,Fremantle Dockers,Player Goals,Bonnie Toogood,Essendon Bombers,0.5,1.2,NA,Pointsbet,Fremantle Dockers,1929124,68171908,1001,NA
Essendon Bombers v Fremantle Dockers,Essendon Bombers,Fremantle Dockers,Player Goals,Aine Tighe,Fremantle Dockers,0.5,1.36,NA,Pointsbet,Essendon Bombers,1929124,68171908,1020,NA
Essendon Bombers v Fremantle Dockers,Essendon Bombers,Fremantle Dockers,Player Goals,Amber Clarke,Essendon Bombers,0.5,1.6,NA,Pointsbet,Fremantle Dockers,1929124,68171908,1006,NA
Essendon Bombers v Fremantle Dockers,Essendon Bombers,Fremantle Dockers,Player Goals,Sophie Alexander,Essendon Bombers,0.5,1.7,NA,Pointsbet,Fremantle Dockers,1929124,68171908,1007,NA
Essendon Bombers v Fremantle Dockers,Essendon Bombers,Fremantle Dockers,Player Goals,Ebony Antonio,Fremantle Dockers,0.5,1.8,NA,Pointsbet,Essendon Bombers,1929124,68171908,1019,NA
Essendon Bombers v Fremantle Dockers,Essendon Bombers,Fremantle Dockers,Player Goals,Madison Prespakis,Essendon Bombers,0.5,1.9,NA,Pointsbet,Fremantle Dockers,1929124,68171908,1005,NA
Essendon Bombers v Fremantle Dockers,Essendon Bombers,Fremantle Dockers,Player Goals,Aisling Mccarthy,NA,0.5,1.91,NA,Pointsbet,NA,1929124,68171908,1014,NA
Essendon Bombers v Fremantle Dockers,Essendon Bombers,Fremantle Dockers,Player Goals,Hayley Miller,Fremantle Dockers,0.5,2.2,NA,Pointsbet,Essendon Bombers,1929124,68171908,1016,NA
Essendon Bombers v Fremantle Dockers,Essendon Bombers,Fremantle Dockers,Player Goals,Orlagh Lally,Fremantle Dockers,0.5,2.2,NA,Pointsbet,Essendon Bombers,1929124,68171908,1021,NA
Essendon Bombers v Fremantle Dockers,Essendon Bombers,Fremantle Dockers,Player Goals,Daria Bannister,Essendon Bombers,0.5,2.3,NA,Pointsbet,Fremantle Dockers,1929124,68171908,1008,NA
Essendon Bombers v Fremantle Dockers,Essendon Bombers,Fremantle Dockers,Player Goals,Amelia Radford,Essendon Bombers,0.5,2.5,NA,Pointsbet,Fremantle Dockers,1929124,68171908,1009,NA
Essendon Bombers v Fremantle Dockers,Essendon Bombers,Fremantle Dockers,Player Goals,Megan Kauffman,Fremantle Dockers,0.5,2.5,NA,Pointsbet,Essendon Bombers,1929124,68171908,1018,NA
Essendon Bombers v Fremantle Dockers,Essendon Bombers,Fremantle Dockers,Player Goals,Gabby O'Sullivan,Fremantle Dockers,0.5,2.5,NA,Pointsbet,Essendon Bombers,1929124,68171908,1022,NA
