match,event_id,home_team,away_team,market_name,market_id,player_name,player_team,opposition_team,entrant_id,line,over_price,under_price,agency
Port Adelaide Power v Adelaide Crows,7fd5f9cf-ebd0-49e0-b40b-6501cdc70742,Port Adelaide Power,Adelaide Crows,Player Goals,014d1b67-fb99-4815-936c-0bd457a34555,Shineah Goody,Port Adelaide Power,Adelaide Crows,03dfe6e3-6a7a-45a2-aec2-b7b065ecdaa1,0.5,3.75,NA,Neds
Port Adelaide Power v Adelaide Crows,7fd5f9cf-ebd0-49e0-b40b-6501cdc70742,Port Adelaide Power,Adelaide Crows,Player Goals,014d1b67-fb99-4815-936c-0bd457a34555,Ebony Marinoff,Adelaide Crows,Port Adelaide Power,caa0edf2-a5a2-47cc-8367-24fd0e6d1a8b,0.5,2.65,NA,Neds
Port Adelaide Power v Adelaide Crows,7fd5f9cf-ebd0-49e0-b40b-6501cdc70742,Port Adelaide Power,Adelaide Crows,Player Goals,014d1b67-fb99-4815-936c-0bd457a34555,Chelsea Biddell,Adelaide Crows,Port Adelaide Power,162a7877-e02f-47a5-aa8f-35c210461664,0.5,1.62,NA,Neds
Port Adelaide Power v Adelaide Crows,7fd5f9cf-ebd0-49e0-b40b-6501cdc70742,Port Adelaide Power,Adelaide Crows,Player Goals,014d1b67-fb99-4815-936c-0bd457a34555,Justine Mules-Robinson,Port Adelaide Power,Adelaide Crows,d466e2a9-e382-4cb1-877c-3d6e87b6d6b5,0.5,3.25,NA,Neds
Port Adelaide Power v Adelaide Crows,7fd5f9cf-ebd0-49e0-b40b-6501cdc70742,Port Adelaide Power,Adelaide Crows,Player Goals,014d1b67-fb99-4815-936c-0bd457a34555,Gemma Houghton,Port Adelaide Power,Adelaide Crows,b89c76af-61b5-49fa-9ced-486c0e8cbf6b,0.5,1.62,NA,Neds
Port Adelaide Power v Adelaide Crows,7fd5f9cf-ebd0-49e0-b40b-6501cdc70742,Port Adelaide Power,Adelaide Crows,Player Goals,014d1b67-fb99-4815-936c-0bd457a34555,Eloise Jones,Adelaide Crows,Port Adelaide Power,e36fdeae-f704-44a5-9a01-68c6e53ef119,0.5,1.3,NA,Neds
Port Adelaide Power v Adelaide Crows,7fd5f9cf-ebd0-49e0-b40b-6501cdc70742,Port Adelaide Power,Adelaide Crows,Player Goals,014d1b67-fb99-4815-936c-0bd457a34555,Niamh Kelly,Adelaide Crows,Port Adelaide Power,0da67c93-a8e5-4fae-b9d0-fe540d4c6edd,0.5,2.65,NA,Neds
Port Adelaide Power v Adelaide Crows,7fd5f9cf-ebd0-49e0-b40b-6501cdc70742,Port Adelaide Power,Adelaide Crows,Player Goals,014d1b67-fb99-4815-936c-0bd457a34555,Brooke Boileau,Adelaide Crows,Port Adelaide Power,306d0946-ffe3-42ca-add3-4692ee7484b0,0.5,2.65,NA,Neds
Port Adelaide Power v Adelaide Crows,7fd5f9cf-ebd0-49e0-b40b-6501cdc70742,Port Adelaide Power,Adelaide Crows,Player Goals,014d1b67-fb99-4815-936c-0bd457a34555,Abbey Dowrick,Port Adelaide Power,Adelaide Crows,f64b6c51-040b-4c7c-bfa2-ad0342f2f8e2,0.5,3.75,NA,Neds
Port Adelaide Power v Adelaide Crows,7fd5f9cf-ebd0-49e0-b40b-6501cdc70742,Port Adelaide Power,Adelaide Crows,Player Goals,014d1b67-fb99-4815-936c-0bd457a34555,Kirsty Lamb,Port Adelaide Power,Adelaide Crows,bb5ecd00-32ae-41ef-b25a-b40e0d23268a,0.5,2.65,NA,Neds
Port Adelaide Power v Adelaide Crows,7fd5f9cf-ebd0-49e0-b40b-6501cdc70742,Port Adelaide Power,Adelaide Crows,Player Goals,014d1b67-fb99-4815-936c-0bd457a34555,Danielle Ponter,Adelaide Crows,Port Adelaide Power,e9e17d7c-fd1b-4679-b22c-eafefa4661e2,0.5,1.22,NA,Neds
Port Adelaide Power v Adelaide Crows,7fd5f9cf-ebd0-49e0-b40b-6501cdc70742,Port Adelaide Power,Adelaide Crows,Player Goals,014d1b67-fb99-4815-936c-0bd457a34555,Ashleigh Saint,Port Adelaide Power,Adelaide Crows,15d2ebb2-677e-43be-9f6f-e6af6412fe43,0.5,1.9,NA,Neds
Port Adelaide Power v Adelaide Crows,7fd5f9cf-ebd0-49e0-b40b-6501cdc70742,Port Adelaide Power,Adelaide Crows,Player Goals,014d1b67-fb99-4815-936c-0bd457a34555,Rachelle Martin,Adelaide Crows,Port Adelaide Power,58452398-917e-4fc5-87a2-0d5af2e4dce1,0.5,2.5,NA,Neds
Port Adelaide Power v Adelaide Crows,7fd5f9cf-ebd0-49e0-b40b-6501cdc70742,Port Adelaide Power,Adelaide Crows,Player Goals,014d1b67-fb99-4815-936c-0bd457a34555,Ella Boag,Port Adelaide Power,Adelaide Crows,bd959a9e-956c-40b4-98dc-8ea7760b2f97,0.5,3.9,NA,Neds
Port Adelaide Power v Adelaide Crows,7fd5f9cf-ebd0-49e0-b40b-6501cdc70742,Port Adelaide Power,Adelaide Crows,Player Goals,014d1b67-fb99-4815-936c-0bd457a34555,Cheyenne Hammond,Port Adelaide Power,Adelaide Crows,9a5cef7a-5b94-4e73-8770-7f682b2d5780,0.5,3.75,NA,Neds
Port Adelaide Power v Adelaide Crows,7fd5f9cf-ebd0-49e0-b40b-6501cdc70742,Port Adelaide Power,Adelaide Crows,Player Goals,014d1b67-fb99-4815-936c-0bd457a34555,Julia Teakle,Port Adelaide Power,Adelaide Crows,b9965c97-a05b-486e-bcb9-357bb571b85b,0.5,2.5,NA,Neds
Port Adelaide Power v Adelaide Crows,7fd5f9cf-ebd0-49e0-b40b-6501cdc70742,Port Adelaide Power,Adelaide Crows,Player Goals,014d1b67-fb99-4815-936c-0bd457a34555,Madison Newman,Adelaide Crows,Port Adelaide Power,5ccaaef0-62c8-44bc-9363-16bb349b5616,0.5,2.65,NA,Neds
Port Adelaide Power v Adelaide Crows,7fd5f9cf-ebd0-49e0-b40b-6501cdc70742,Port Adelaide Power,Adelaide Crows,Player Goals,014d1b67-fb99-4815-936c-0bd457a34555,Olivia Levicki,Port Adelaide Power,Adelaide Crows,fa3dad7d-f2f2-4fb5-899f-e5e198222591,0.5,3.9,NA,Neds
Port Adelaide Power v Adelaide Crows,7fd5f9cf-ebd0-49e0-b40b-6501cdc70742,Port Adelaide Power,Adelaide Crows,Player Goals,014d1b67-fb99-4815-936c-0bd457a34555,Stevie-Lee Thompson,Adelaide Crows,Port Adelaide Power,8253476e-a215-44ff-9fa7-2b2e5408b803,0.5,2.1,NA,Neds
Port Adelaide Power v Adelaide Crows,7fd5f9cf-ebd0-49e0-b40b-6501cdc70742,Port Adelaide Power,Adelaide Crows,Player Goals,014d1b67-fb99-4815-936c-0bd457a34555,Anne Hatchard,Adelaide Crows,Port Adelaide Power,5afa7d12-91f2-4daa-93a2-a1a58b689cf0,0.5,2,NA,Neds
Port Adelaide Power v Adelaide Crows,7fd5f9cf-ebd0-49e0-b40b-6501cdc70742,Port Adelaide Power,Adelaide Crows,Player Goals,014d1b67-fb99-4815-936c-0bd457a34555,Chelsea Randall,Adelaide Crows,Port Adelaide Power,a24ced92-a0da-4775-bd75-2b5b06bf42bc,0.5,1.77,NA,Neds
Essendon Bombers v Fremantle Dockers,4ff66343-19c4-4e47-a64e-b6d3ccce28ed,Essendon Bombers,Fremantle Dockers,Player Goals,278c3f1e-cbab-49a9-bab0-5a8ac0ff20d7,Bonnie Toogood,Essendon Bombers,Fremantle Dockers,3a8856df-4b7a-4bb8-bb8d-f0edb0fef3e7,0.5,1.19,NA,Neds
Essendon Bombers v Fremantle Dockers,4ff66343-19c4-4e47-a64e-b6d3ccce28ed,Essendon Bombers,Fremantle Dockers,Player Goals,278c3f1e-cbab-49a9-bab0-5a8ac0ff20d7,Daria Bannister,Essendon Bombers,Fremantle Dockers,4cc6ab15-ac99-4cd4-bd4f-48c143c9c783,0.5,2.5,NA,Neds
Essendon Bombers v Fremantle Dockers,4ff66343-19c4-4e47-a64e-b6d3ccce28ed,Essendon Bombers,Fremantle Dockers,Player Goals,278c3f1e-cbab-49a9-bab0-5a8ac0ff20d7,Georgia Gee,Essendon Bombers,Fremantle Dockers,6f5bbc57-d299-4065-aa72-649b470d8c79,0.5,3.25,NA,Neds
